# Datetime (UTC)	T (°C)	P (hPa)	Humidity (%)
2020-07-15T16:00:00	18.9	1006.1	47.3
2020-07-15T16:10:00	18.9	1006.1	47.4
2020-07-15T16:20:00	19.0	1006.1	47.8
2020-07-15T16:30:00	18.9	1005.9	47.2
2020-07-15T16:40:00	19.1	1005.8	47.3
2020-07-15T16:50:00	18.8	1005.8	48.7
2020-07-15T17:00:00	18.9	1005.8	48.1
2020-07-15T17:10:00	18.9	1005.8	49.0
2020-07-15T17:20:00	18.9	1005.5	49.5
2020-07-15T17:30:00	18.9	1005.5	49.3
2020-07-15T17:40:00	18.7	1005.5	49.7
2020-07-15T17:50:00	18.6	1005.4	50.0
2020-07-15T18:00:00	18.4	1005.4	50.9
2020-07-15T18:10:00	18.3	1005.4	51.6
2020-07-15T18:20:00	18.2	1005.4	52.9
2020-07-15T18:30:00	18.0	1005.4	52.3
2020-07-15T18:40:00	17.8	1005.5	53.0
2020-07-15T18:50:00	17.6	1005.5	54.7
2020-07-15T19:00:00	17.5	1005.5	55.0
2020-07-15T19:10:00	17.0	1005.5	55.6
2020-07-15T19:20:00	17.1	1005.4	55.7
2020-07-15T19:30:00	17.1	1005.4	55.4
2020-07-15T19:40:00	16.9	1005.4	56.6
2020-07-15T19:50:00	16.8	1005.4	57.7
2020-07-15T20:00:00	16.5	1005.4	59.1
2020-07-15T20:10:00	16.3	1005.4	59.1
2020-07-15T20:20:00	16.2	1005.3	58.9
2020-07-15T20:30:00	16.0	1005.1	59.6
2020-07-15T20:40:00	15.8	1005.1	60.3
2020-07-15T20:50:00	15.6	1005.1	61.0
2020-07-15T21:00:00	15.5	1005.1	61.5
2020-07-15T21:10:00	15.3	1005.0	62.4
2020-07-15T21:20:00	15.0	1005.1	63.1
2020-07-15T21:30:00	15.0	1005.1	63.4
2020-07-15T21:40:00	14.7	1005.0	64.6
2020-07-15T21:50:00	14.5	1005.0	65.6
2020-07-15T22:00:00	14.4	1005.0	66.1
2020-07-15T22:10:00	14.1	1004.9	67.6
2020-07-15T22:20:00	13.8	1004.9	69.5
2020-07-15T22:30:00	13.7	1004.9	70.3
2020-07-15T22:40:00	13.6	1004.7	71.1
2020-07-15T22:50:00	13.5	1004.7	72.2
2020-07-15T23:00:00	13.3	1004.6	72.9
2020-07-15T23:10:00	13.2	1004.6	73.8
2020-07-15T23:20:00	13.1	1004.6	74.6
2020-07-15T23:30:00	13.1	1004.6	75.0
2020-07-15T23:40:00	13.0	1004.6	75.5
2020-07-15T23:50:00	13.0	1004.6	75.9
2020-07-16T00:00:00	13.0	1004.6	76.3
2020-07-16T00:10:00	13.0	1004.5	76.8
2020-07-16T00:20:00	12.9	1004.5	77.5
2020-07-16T00:30:00	12.8	1004.3	78.2
2020-07-16T00:40:00	12.7	1004.5	78.8
2020-07-16T00:50:00	12.5	1004.5	79.8
2020-07-16T01:00:00	12.3	1004.5	80.8
2020-07-16T01:10:00	12.3	1004.5	81.5
2020-07-16T01:20:00	12.3	1004.3	81.6
2020-07-16T01:30:00	12.4	1004.3	82.0
2020-07-16T01:40:00	12.4	1004.3	82.1
2020-07-16T01:50:00	12.8	1004.2	82.0
2020-07-16T02:00:00	12.9	1004.2	81.6
2020-07-16T02:10:00	13.0	1004.2	81.1
2020-07-16T02:20:00	12.9	1004.2	81.6
2020-07-16T02:30:00	12.9	1004.2	82.1
2020-07-16T02:40:00	12.9	1004.2	82.3
2020-07-16T02:50:00	12.9	1004.2	82.6
2020-07-16T03:00:00	13.0	1004.2	82.7
2020-07-16T03:10:00	13.0	1004.1	82.8
2020-07-16T03:20:00	13.0	1004.1	82.7
2020-07-16T03:30:00	13.1	1003.9	82.5
2020-07-16T03:40:00	13.2	1003.9	81.6
2020-07-16T03:50:00	13.3	1003.9	81.0
2020-07-16T04:00:00	13.4	1003.8	80.0
2020-07-16T04:10:00	13.6	1003.8	79.6
2020-07-16T04:20:00	13.7	1003.8	78.6
2020-07-16T04:30:00	13.9	1003.8	77.0
2020-07-16T04:40:00	14.0	1003.8	77.3
2020-07-16T04:50:00	14.1	1003.8	76.7
2020-07-16T05:00:00	14.3	1003.8	75.7
2020-07-16T05:10:00	14.4	1003.7	75.1
2020-07-16T05:20:00	14.7	1003.7	74.1
2020-07-16T05:30:00	14.6	1003.5	74.5
2020-07-16T05:40:00	14.7	1003.4	73.8
2020-07-16T05:50:00	14.9	1003.4	73.5
2020-07-16T06:00:00	14.9	1003.4	73.4
2020-07-16T06:10:00	15.2	1003.1	71.4
2020-07-16T06:20:00	15.7	1003.1	67.8
2020-07-16T06:30:00	15.6	1003.3	68.2
2020-07-16T06:40:00	16.0	1003.2	66.2
2020-07-16T06:50:00	15.8	1003.1	63.8
2020-07-16T07:00:00	16.3	1003.1	59.2
2020-07-16T07:10:00	16.9	1003.2	57.8
2020-07-16T07:20:00	17.0	1003.3	56.1
2020-07-16T07:30:00	16.4	1003.4	57.7
2020-07-16T07:40:00	15.9	1003.4	60.1
2020-07-16T07:50:00	16.3	1003.4	59.6
2020-07-16T08:00:00	16.3	1003.4	60.1
2020-07-16T08:10:00	16.6	1003.4	60.1
2020-07-16T08:20:00	16.9	1003.4	57.6
2020-07-16T08:30:00	16.5	1003.5	57.4
2020-07-16T08:40:00	16.4	1003.5	58.2
2020-07-16T08:50:00	16.9	1003.5	57.8
2020-07-16T09:00:00	17.4	1003.5	56.7
2020-07-16T09:10:00	17.0	1003.5	57.8
2020-07-16T09:20:00	16.6	1003.6	58.3
2020-07-16T09:30:00	17.4	1003.5	57.4
2020-07-16T09:40:00	17.5	1003.5	56.0
2020-07-16T09:50:00	17.9	1003.4	55.5
2020-07-16T10:00:00	18.1	1003.4	53.6
2020-07-16T10:10:00	18.1	1003.4	53.5
2020-07-16T10:20:00	18.3	1003.4	54.3
2020-07-16T10:30:00	18.8	1003.4	52.4
2020-07-16T10:40:00	19.4	1003.4	50.1
2020-07-16T10:50:00	18.9	1003.4	51.5
2020-07-16T11:00:00	19.2	1003.4	52.8
2020-07-16T11:10:00	18.6	1003.4	51.4
2020-07-16T11:20:00	18.4	1003.4	54.5
2020-07-16T11:30:00	19.2	1003.4	53.0
2020-07-16T11:40:00	18.8	1003.4	52.7
2020-07-16T11:50:00	18.8	1003.5	52.8
2020-07-16T12:00:00	18.8	1003.7	54.3
2020-07-16T12:10:00	18.4	1003.8	54.0
2020-07-16T12:20:00	17.9	1003.8	54.5
2020-07-16T12:30:00	17.7	1003.8	54.7
2020-07-16T12:40:00	17.6	1003.8	55.4
2020-07-16T12:50:00	17.4	1003.8	56.2
2020-07-16T13:00:00	17.7	1003.8	56.1
2020-07-16T13:10:00	17.5	1003.8	56.0
2020-07-16T13:20:00	17.3	1003.8	57.1
2020-07-16T13:30:00	17.5	1003.8	56.9
2020-07-16T13:40:00	17.3	1003.9	55.6
2020-07-16T13:50:00	17.4	1004.1	54.9
2020-07-16T14:00:00	17.3	1004.2	55.6
2020-07-16T14:10:00	17.3	1004.2	55.8
2020-07-16T14:20:00	17.5	1004.2	56.4
2020-07-16T14:30:00	17.6	1004.2	54.9
2020-07-16T14:40:00	17.4	1004.2	54.4
2020-07-16T14:50:00	17.2	1004.2	55.3
2020-07-16T15:00:00	17.2	1004.2	55.7
2020-07-16T15:10:00	17.2	1004.2	55.9
2020-07-16T15:20:00	17.1	1004.3	57.2
2020-07-16T15:30:00	17.2	1004.3	56.8
2020-07-16T15:40:00	17.2	1004.3	56.8
2020-07-16T15:50:00	17.3	1004.3	57.4
2020-07-16T16:00:00	17.4	1004.5	57.5
2020-07-16T16:10:00	17.5	1004.5	57.6
2020-07-16T16:20:00	17.3	1004.6	58.1
2020-07-16T16:30:00	17.1	1004.6	58.7
2020-07-16T16:40:00	17.2	1004.6	59.4
2020-07-16T16:50:00	17.0	1004.6	58.8
2020-07-16T17:00:00	17.0	1004.6	59.6
2020-07-16T17:10:00	16.9	1004.6	60.0
2020-07-16T17:20:00	16.9	1004.3	60.4
2020-07-16T17:30:00	16.9	1004.6	60.0
2020-07-16T17:40:00	16.8	1004.6	61.7
2020-07-16T17:50:00	16.8	1004.6	62.3
2020-07-16T18:00:00	16.7	1004.6	62.6
2020-07-16T18:10:00	16.6	1004.6	62.3
2020-07-16T18:20:00	16.4	1004.6	65.6
2020-07-16T18:30:00	16.3	1004.6	64.5
2020-07-16T18:40:00	16.4	1004.6	65.4
2020-07-16T18:50:00	16.3	1004.6	65.4
2020-07-16T19:00:00	16.1	1004.6	65.7
2020-07-16T19:10:00	15.9	1004.6	66.6
2020-07-16T19:20:00	15.6	1004.6	68.0
2020-07-16T19:30:00	15.1	1004.6	69.4
2020-07-16T19:40:00	14.8	1004.6	70.6
2020-07-16T19:50:00	14.5	1004.6	71.3
2020-07-16T20:00:00	14.2	1004.6	72.5
2020-07-16T20:10:00	14.1	1004.6	73.2
2020-07-16T20:20:00	13.6	1004.6	74.9
2020-07-16T20:30:00	13.2	1004.5	76.7
2020-07-16T20:40:00	12.7	1004.6	78.6
2020-07-16T20:50:00	12.4	1004.6	80.1
2020-07-16T21:00:00	12.3	1004.6	80.9
2020-07-16T21:10:00	12.0	1004.6	82.4
2020-07-16T21:20:00	11.8	1004.6	83.8
2020-07-16T21:30:00	11.7	1004.6	84.8
2020-07-16T21:40:00	11.5	1004.6	84.9
2020-07-16T21:50:00	11.3	1004.6	85.6
2020-07-16T22:00:00	11.2	1004.6	86.5
2020-07-16T22:10:00	10.9	1004.6	87.1
2020-07-16T22:20:00	10.8	1004.6	87.5
2020-07-16T22:30:00	10.7	1004.6	87.9
2020-07-16T22:40:00	10.5	1004.7	88.7
2020-07-16T22:50:00	10.3	1004.7	89.1
2020-07-16T23:00:00	10.2	1004.7	89.0
2020-07-16T23:10:00	10.1	1004.7	89.2
2020-07-16T23:20:00	9.9	1004.7	89.6
2020-07-16T23:30:00	9.7	1004.7	89.5
2020-07-16T23:40:00	9.6	1004.7	89.6
2020-07-16T23:50:00	9.4	1004.7	89.8
2020-07-17T00:00:00	9.3	1004.7	90.1
2020-07-17T00:10:00	9.2	1004.7	90.0
2020-07-17T00:20:00	9.0	1004.7	89.9
2020-07-17T00:30:00	9.0	1004.7	89.9
2020-07-17T00:40:00	8.9	1004.9	89.7
2020-07-17T00:50:00	8.8	1004.9	90.1
2020-07-17T01:00:00	8.7	1005.0	90.0
2020-07-17T01:10:00	8.5	1005.0	89.8
2020-07-17T01:20:00	8.5	1005.0	90.3
2020-07-17T01:30:00	8.4	1005.1	90.0
2020-07-17T01:40:00	8.8	1005.1	91.1
2020-07-17T01:50:00	8.1	1005.1	89.9
2020-07-17T02:00:00	8.0	1005.1	88.8
2020-07-17T02:10:00	8.0	1005.3	89.5
2020-07-17T02:20:00	7.9	1005.3	89.5
2020-07-17T02:30:00	8.1	1005.3	90.2
2020-07-17T02:40:00	8.8	1005.4	91.2
2020-07-17T02:50:00	8.8	1005.4	90.7
2020-07-17T03:00:00	9.7	1005.4	90.7
2020-07-17T03:10:00	10.2	1005.4	89.7
2020-07-17T03:20:00	10.8	1005.5	82.7
2020-07-17T03:30:00	10.9	1005.5	86.1
2020-07-17T03:40:00	11.4	1005.7	85.6
2020-07-17T03:50:00	11.8	1005.7	84.7
2020-07-17T04:00:00	12.2	1005.8	84.2
2020-07-17T04:10:00	12.6	1005.8	82.1
2020-07-17T04:20:00	12.9	1005.8	81.4
2020-07-17T04:30:00	13.2	1005.8	80.7
2020-07-17T04:40:00	13.9	1005.8	79.6
2020-07-17T04:50:00	14.1	1005.8	78.3
2020-07-17T05:00:00	14.7	1005.9	76.7
2020-07-17T05:10:00	15.3	1005.9	72.6
2020-07-17T05:20:00	15.4	1006.0	72.6
2020-07-17T05:30:00	15.6	1006.1	72.7
2020-07-17T05:40:00	16.2	1006.1	69.6
2020-07-17T05:50:00	16.6	1006.1	66.6
2020-07-17T06:00:00	17.0	1006.2	63.6
2020-07-17T06:10:00	17.5	1006.2	60.3
2020-07-17T06:20:00	17.8	1006.3	53.4
2020-07-17T06:30:00	18.1	1006.5	50.5
2020-07-17T06:40:00	18.2	1006.6	47.4
2020-07-17T06:50:00	18.2	1006.6	48.6
2020-07-17T07:00:00	18.4	1006.6	47.7
2020-07-17T07:10:00	18.7	1006.6	45.6
2020-07-17T07:20:00	18.9	1006.6	41.4
2020-07-17T07:30:00	19.3	1006.6	40.5
2020-07-17T07:40:00	19.6	1006.6	39.5
2020-07-17T07:50:00	19.9	1006.6	39.8
2020-07-17T08:00:00	20.0	1006.8	36.5
2020-07-17T08:10:00	20.3	1006.9	36.0
2020-07-17T08:20:00	20.4	1006.9	34.3
2020-07-17T08:30:00	20.4	1007.0	33.8
2020-07-17T08:40:00	20.9	1007.0	34.5
2020-07-17T08:50:00	21.0	1007.0	32.8
2020-07-17T09:00:00	21.3	1006.9	29.8
2020-07-17T09:10:00	21.4	1007.0	28.4
2020-07-17T09:20:00	21.6	1007.0	29.9
2020-07-17T09:30:00	22.1	1007.0	31.7
2020-07-17T09:40:00	22.0	1007.0	30.4
2020-07-17T09:50:00	22.0	1006.9	29.1
2020-07-17T10:00:00	22.3	1007.0	28.8
2020-07-17T10:10:00	22.5	1007.0	29.5
2020-07-17T10:20:00	22.6	1007.0	26.1
2020-07-17T10:30:00	22.6	1007.0	24.7
2020-07-17T10:40:00	23.3	1007.0	26.1
2020-07-17T10:50:00	23.1	1007.1	26.5
2020-07-17T11:00:00	23.2	1007.1	26.3
2020-07-17T11:10:00	23.4	1007.1	26.2
2020-07-17T11:20:00	23.5	1007.2	25.5
2020-07-17T11:30:00	23.6	1007.3	25.4
2020-07-17T11:40:00	23.5	1007.3	29.1
2020-07-17T11:50:00	24.1	1007.3	26.2
2020-07-17T12:00:00	23.9	1007.3	25.0
2020-07-17T12:10:00	24.0	1007.4	24.4
2020-07-17T12:20:00	24.2	1007.3	23.5
2020-07-17T12:30:00	24.0	1007.4	23.8
2020-07-17T12:40:00	24.0	1007.4	23.1
2020-07-17T12:50:00	24.2	1007.4	23.4
2020-07-17T13:00:00	24.4	1007.4	23.4
2020-07-17T13:10:00	23.9	1007.4	23.4
2020-07-17T13:20:00	24.6	1007.4	23.8
2020-07-17T13:30:00	24.7	1007.4	23.8
2020-07-17T13:40:00	24.5	1007.4	23.9
2020-07-17T13:50:00	24.5	1007.5	24.0
2020-07-17T14:00:00	24.5	1007.4	25.5
2020-07-17T14:10:00	24.6	1007.5	23.4
2020-07-17T14:20:00	24.7	1007.4	24.1
2020-07-17T14:30:00	24.8	1007.7	22.5
2020-07-17T14:40:00	24.5	1007.7	21.4
2020-07-17T14:50:00	24.8	1007.7	23.5
2020-07-17T15:00:00	24.6	1007.7	23.6
2020-07-17T15:10:00	24.3	1007.8	24.3
2020-07-17T15:20:00	24.7	1007.8	26.1
2020-07-17T15:30:00	24.2	1007.8	25.1
2020-07-17T15:40:00	24.5	1007.8	26.8
2020-07-17T15:50:00	24.6	1007.8	27.2
2020-07-17T16:00:00	24.5	1007.8	27.3
2020-07-17T16:10:00	24.4	1007.9	27.9
2020-07-17T16:20:00	24.2	1007.9	28.0
2020-07-17T16:30:00	24.0	1007.9	27.3
2020-07-17T16:40:00	23.8	1008.1	26.2
2020-07-17T16:50:00	23.8	1008.2	27.6
2020-07-17T17:00:00	23.8	1008.2	28.1
2020-07-17T17:10:00	23.6	1008.2	28.7
2020-07-17T17:20:00	23.5	1008.2	29.4
2020-07-17T17:30:00	23.5	1008.3	29.7
2020-07-17T17:40:00	23.4	1008.5	31.0
2020-07-17T17:50:00	23.2	1008.5	30.4
2020-07-17T18:00:00	23.2	1008.5	30.5
2020-07-17T18:10:00	22.7	1008.6	32.9
2020-07-17T18:20:00	22.2	1008.6	35.1
2020-07-17T18:30:00	21.1	1008.6	37.8
2020-07-17T18:40:00	20.3	1008.6	40.5
2020-07-17T18:50:00	19.7	1008.7	45.1
2020-07-17T19:00:00	18.9	1008.7	43.8
2020-07-17T19:10:00	18.1	1008.9	47.9
2020-07-17T19:20:00	17.6	1008.9	48.9
2020-07-17T19:30:00	17.2	1009.0	51.4
2020-07-17T19:40:00	16.7	1009.0	51.8
2020-07-17T19:50:00	16.3	1009.0	53.5
2020-07-17T20:00:00	15.9	1009.0	54.8
2020-07-17T20:10:00	15.7	1009.3	56.6
2020-07-17T20:20:00	15.4	1009.3	57.1
2020-07-17T20:30:00	15.8	1009.3	56.1
2020-07-17T20:40:00	15.1	1009.4	58.6
2020-07-17T20:50:00	14.6	1009.4	60.8
2020-07-17T21:00:00	14.3	1009.4	62.4
2020-07-17T21:10:00	13.9	1009.4	63.5
2020-07-17T21:20:00	13.6	1009.4	64.7
2020-07-17T21:30:00	13.5	1009.5	64.6
2020-07-17T21:40:00	13.5	1009.5	64.5
2020-07-17T21:50:00	13.3	1009.7	65.1
2020-07-17T22:00:00	13.1	1009.7	66.6
2020-07-17T22:10:00	13.0	1009.8	66.2
2020-07-17T22:20:00	12.9	1009.8	66.8
2020-07-17T22:30:00	12.7	1009.8	67.1
2020-07-17T22:40:00	12.6	1009.8	67.8
2020-07-17T22:50:00	12.4	1009.8	68.6
2020-07-17T23:00:00	12.0	1009.8	70.4
2020-07-17T23:10:00	12.1	1009.8	71.0
2020-07-17T23:20:00	11.9	1009.9	71.9
2020-07-17T23:30:00	11.9	1009.9	72.6
2020-07-17T23:40:00	11.7	1009.9	72.2
2020-07-17T23:50:00	11.6	1009.9	73.6
2020-07-18T00:00:00	11.6	1010.1	73.9
2020-07-18T00:10:00	11.2	1010.1	74.6
2020-07-18T00:20:00	11.3	1010.1	75.2
2020-07-18T00:30:00	11.3	1010.2	75.4
2020-07-18T00:40:00	11.1	1010.1	76.2
2020-07-18T00:50:00	11.1	1010.2	76.3
2020-07-18T01:00:00	11.0	1010.2	77.2
2020-07-18T01:10:00	11.1	1010.3	78.2
2020-07-18T01:20:00	11.0	1010.3	78.3
2020-07-18T01:30:00	11.0	1010.5	79.5
2020-07-18T01:40:00	11.1	1010.6	78.4
2020-07-18T01:50:00	10.7	1010.6	78.7
2020-07-18T02:00:00	10.8	1010.6	82.1
2020-07-18T02:10:00	11.4	1010.6	82.9
2020-07-18T02:20:00	10.9	1010.6	81.5
2020-07-18T02:30:00	10.9	1010.7	84.2
2020-07-18T02:40:00	11.2	1010.7	82.6
2020-07-18T02:50:00	11.5	1010.7	83.1
2020-07-18T03:00:00	12.0	1010.8	80.9
2020-07-18T03:10:00	12.4	1010.9	78.5
2020-07-18T03:20:00	12.9	1011.0	77.7
2020-07-18T03:30:00	13.3	1011.0	77.6
2020-07-18T03:40:00	13.8	1011.0	76.2
2020-07-18T03:50:00	14.1	1011.0	75.0
2020-07-18T04:00:00	14.6	1011.0	75.2
2020-07-18T04:10:00	15.5	1011.0	74.8
2020-07-18T04:20:00	16.1	1011.0	73.3
2020-07-18T04:30:00	16.6	1011.0	71.8
2020-07-18T04:40:00	17.0	1011.0	71.2
2020-07-18T04:50:00	17.6	1011.1	71.1
2020-07-18T05:00:00	18.0	1011.0	69.9
2020-07-18T05:10:00	18.7	1011.1	68.8
2020-07-18T05:20:00	19.5	1011.3	67.7
2020-07-18T05:30:00	20.4	1011.3	63.0
2020-07-18T05:40:00	21.1	1011.3	62.3
2020-07-18T05:50:00	21.8	1011.4	58.5
2020-07-18T06:00:00	21.9	1011.4	54.4
2020-07-18T06:10:00	22.3	1011.4	52.1
2020-07-18T06:20:00	22.8	1011.4	52.3
2020-07-18T06:30:00	22.9	1011.4	51.7
2020-07-18T06:40:00	23.6	1011.4	51.4
2020-07-18T06:50:00	24.1	1011.4	51.3
2020-07-18T07:00:00	23.9	1011.4	51.5
2020-07-18T07:10:00	24.4	1011.4	48.6
2020-07-18T07:20:00	24.4	1011.4	47.1
2020-07-18T07:30:00	24.6	1011.4	46.8
2020-07-18T07:40:00	24.9	1011.4	46.3
2020-07-18T07:50:00	24.9	1011.5	43.3
2020-07-18T08:00:00	25.4	1011.5	42.5
2020-07-18T08:10:00	25.3	1011.5	41.6
2020-07-18T08:20:00	25.5	1011.7	40.7
2020-07-18T08:30:00	25.8	1011.7	38.4
2020-07-18T08:40:00	25.6	1011.7	38.9
2020-07-18T08:50:00	25.9	1011.7	39.2
2020-07-18T09:00:00	25.7	1011.5	38.3
2020-07-18T09:10:00	25.8	1011.5	39.0
2020-07-18T09:20:00	25.8	1011.5	39.2
2020-07-18T09:30:00	26.3	1011.4	39.1
2020-07-18T09:40:00	25.9	1011.4	39.6
2020-07-18T09:50:00	26.5	1011.4	38.0
2020-07-18T10:00:00	25.7	1011.4	39.7
2020-07-18T10:10:00	25.9	1011.4	40.7
2020-07-18T10:20:00	26.6	1011.4	39.0
2020-07-18T10:30:00	27.2	1011.4	39.4
2020-07-18T10:40:00	27.1	1011.4	39.2
2020-07-18T10:50:00	27.7	1011.3	38.6
2020-07-18T11:00:00	27.1	1011.3	37.5
2020-07-18T11:10:00	27.0	1011.4	38.9
2020-07-18T11:20:00	27.4	1011.1	37.5
2020-07-18T11:30:00	27.1	1011.3	37.9
2020-07-18T11:40:00	27.2	1011.3	39.8
2020-07-18T11:50:00	27.1	1011.4	37.8
2020-07-18T12:00:00	27.2	1011.4	36.7
2020-07-18T12:10:00	27.1	1011.4	38.0
2020-07-18T12:20:00	26.9	1011.4	36.5
2020-07-18T12:30:00	26.7	1011.4	35.2
2020-07-18T12:40:00	26.6	1011.4	35.7
2020-07-18T12:50:00	26.6	1011.4	35.9
2020-07-18T13:00:00	26.6	1011.4	35.4
2020-07-18T13:10:00	26.5	1011.4	34.5
2020-07-18T13:20:00	26.5	1011.3	35.1
2020-07-18T13:30:00	26.3	1011.4	34.0
2020-07-18T13:40:00	26.8	1011.3	33.0
2020-07-18T13:50:00	26.7	1011.1	30.1
2020-07-18T14:00:00	26.6	1011.4	29.7
2020-07-18T14:10:00	26.6	1011.3	28.8
2020-07-18T14:20:00	26.5	1011.1	28.7
2020-07-18T14:30:00	26.3	1011.3	28.8
2020-07-18T14:40:00	26.3	1011.3	29.9
2020-07-18T14:50:00	26.3	1011.1	29.8
2020-07-18T15:00:00	25.9	1011.3	31.5
2020-07-18T15:10:00	25.8	1011.3	31.8
2020-07-18T15:20:00	26.0	1011.4	32.7
2020-07-18T15:30:00	25.5	1011.4	31.8
2020-07-18T15:40:00	25.4	1011.4	32.6
2020-07-18T15:50:00	25.0	1011.2	32.4
2020-07-18T16:00:00	24.9	1011.3	34.2
2020-07-18T16:10:00	24.4	1011.2	34.6
2020-07-18T16:20:00	24.0	1011.1	36.7
2020-07-18T16:30:00	23.8	1011.1	38.0
2020-07-18T16:40:00	23.5	1011.1	39.8
2020-07-18T16:50:00	23.2	1011.1	40.5
2020-07-18T17:00:00	23.2	1011.1	41.0
2020-07-18T17:10:00	23.3	1011.1	42.0
2020-07-18T17:20:00	23.3	1011.2	42.6
2020-07-18T17:30:00	23.1	1011.3	41.7
2020-07-18T17:40:00	22.8	1011.3	41.6
2020-07-18T17:50:00	22.4	1011.3	42.6
2020-07-18T18:00:00	21.9	1011.4	43.5
2020-07-18T18:10:00	21.9	1011.3	44.0
2020-07-18T18:20:00	21.9	1011.4	43.6
2020-07-18T18:30:00	21.1	1011.4	47.6
2020-07-18T18:40:00	20.4	1011.4	50.0
2020-07-18T18:50:00	19.9	1011.3	51.4
2020-07-18T19:00:00	19.6	1011.4	52.5
2020-07-18T19:10:00	19.4	1011.4	52.5
2020-07-18T19:20:00	19.2	1011.4	53.0
2020-07-18T19:30:00	18.9	1011.4	53.5
2020-07-18T19:40:00	18.5	1011.4	55.5
2020-07-18T19:50:00	18.5	1011.4	54.5
2020-07-18T20:00:00	18.3	1011.4	56.3
2020-07-18T20:10:00	17.7	1011.5	60.1
2020-07-18T20:20:00	17.3	1011.5	60.3
2020-07-18T20:30:00	17.7	1011.7	58.8
2020-07-18T20:40:00	17.3	1011.7	61.8
2020-07-18T20:50:00	17.1	1011.7	61.7
2020-07-18T21:00:00	17.3	1011.8	61.2
2020-07-18T21:10:00	17.0	1011.8	62.4
2020-07-18T21:20:00	16.8	1011.8	64.2
2020-07-18T21:30:00	16.6	1011.8	64.7
2020-07-18T21:40:00	16.4	1011.8	65.8
2020-07-18T21:50:00	15.6	1011.8	68.9
2020-07-18T22:00:00	15.6	1011.8	69.9
2020-07-18T22:10:00	14.9	1011.8	72.9
2020-07-18T22:20:00	14.8	1011.8	73.7
2020-07-18T22:30:00	14.9	1011.8	74.0
2020-07-18T22:40:00	14.8	1011.8	75.0
2020-07-18T22:50:00	14.2	1011.8	76.2
2020-07-18T23:00:00	13.8	1011.8	78.5
2020-07-18T23:10:00	13.7	1011.8	79.6
2020-07-18T23:20:00	13.6	1011.8	79.3
2020-07-18T23:30:00	13.4	1011.9	80.9
2020-07-18T23:40:00	13.3	1011.9	81.6
2020-07-18T23:50:00	13.3	1012.1	83.2
2020-07-19T00:00:00	13.1	1012.1	82.6
2020-07-19T00:10:00	13.0	1012.1	83.7
2020-07-19T00:20:00	13.0	1011.9	83.7
2020-07-19T00:30:00	12.8	1011.9	84.8
2020-07-19T00:40:00	12.8	1011.9	85.5
2020-07-19T00:50:00	12.9	1012.1	85.6
2020-07-19T01:00:00	12.7	1012.1	85.8
2020-07-19T01:10:00	12.5	1012.1	86.3
2020-07-19T01:20:00	12.5	1012.1	86.9
2020-07-19T01:30:00	12.4	1012.1	87.3
2020-07-19T01:40:00	12.5	1012.1	87.3
2020-07-19T01:50:00	12.3	1011.9	87.7
2020-07-19T02:00:00	12.5	1011.9	88.7
2020-07-19T02:10:00	12.4	1011.9	87.6
2020-07-19T02:20:00	12.4	1011.9	88.2
2020-07-19T02:30:00	12.5	1011.8	87.9
2020-07-19T02:40:00	12.6	1011.8	87.8
2020-07-19T02:50:00	12.9	1011.8	87.1
2020-07-19T03:00:00	13.2	1011.8	85.0
2020-07-19T03:10:00	14.3	1011.8	84.1
2020-07-19T03:20:00	15.0	1011.8	82.7
2020-07-19T03:30:00	14.9	1011.8	81.8
2020-07-19T03:40:00	15.4	1011.8	82.1
2020-07-19T03:50:00	15.8	1011.8	81.0
2020-07-19T04:00:00	16.1	1011.8	79.9
2020-07-19T04:10:00	16.7	1011.8	77.6
2020-07-19T04:20:00	17.4	1011.8	75.5
2020-07-19T04:30:00	17.8	1011.8	74.7
2020-07-19T04:40:00	18.9	1011.8	70.8
2020-07-19T04:50:00	19.0	1011.7	71.2
2020-07-19T05:00:00	19.6	1011.7	69.9
2020-07-19T05:10:00	20.1	1011.8	68.5
2020-07-19T05:20:00	20.4	1011.8	66.4
2020-07-19T05:30:00	20.1	1011.8	66.0
2020-07-19T05:40:00	20.2	1011.7	66.9
2020-07-19T05:50:00	20.2	1011.7	68.0
2020-07-19T06:00:00	20.4	1011.5	67.8
2020-07-19T06:10:00	20.9	1011.5	67.0
2020-07-19T06:20:00	21.2	1011.5	62.9
2020-07-19T06:30:00	21.0	1011.5	64.6
2020-07-19T06:40:00	21.1	1011.4	65.8
2020-07-19T06:50:00	21.7	1011.5	64.0
2020-07-19T07:00:00	22.1	1011.4	62.7
2020-07-19T07:10:00	22.3	1011.4	60.9
2020-07-19T07:20:00	22.2	1011.4	60.1
2020-07-19T07:30:00	23.0	1011.4	58.0
2020-07-19T07:40:00	23.7	1011.4	55.1
2020-07-19T07:50:00	23.4	1011.4	54.9
2020-07-19T08:00:00	23.4	1011.4	54.5
2020-07-19T08:10:00	23.7	1011.3	53.2
2020-07-19T08:20:00	23.6	1011.1	53.6
2020-07-19T08:30:00	23.7	1011.3	53.5
2020-07-19T08:40:00	24.3	1011.3	51.2
2020-07-19T08:50:00	24.6	1011.1	49.6
2020-07-19T09:00:00	25.0	1011.1	43.6
2020-07-19T09:10:00	24.8	1011.0	42.9
2020-07-19T09:20:00	24.9	1011.0	41.4
